            Time             Fpx             Fpy             Fpz             Fvx             Fvy             Fvz             Mtx             Mty             Mtz           Y+min           Y+max
          4063.2         1.46052          3.3397     2.94198e-20       0.0151024       0.0244019    -0.000305447        -7.53944         3.31998         4.13706       0.0333264         1.48074
          4063.6         1.29938         2.29678     4.18675e-20       0.0146414       0.0236663     -0.00036387          -5.188         2.95796        0.226339       0.0171074         1.53054
            4064         1.32103         1.93663     6.44556e-20       0.0163618       0.0255561    -0.000442948        -4.37814         3.00643        -1.53806       0.0223571          1.2852
          4064.4         1.38649          1.9256     8.09179e-20       0.0201947       0.0277338    -0.000505696        -4.34395         3.15762        -2.08602       0.0621989         1.49911
          4064.8         1.37392         1.01958     9.90371e-20       0.0245776       0.0278107    -0.000459932        -2.30381         3.13665        -6.02244       0.0490549         1.49542
          4065.2          1.2887         2.37122     7.26371e-20        0.030741       0.0277768    -0.000292999        -5.35376         2.96113        0.539525       0.0602491         1.49466
          4065.6         1.21711         2.54961     5.48471e-20        0.033388       0.0267993    -5.65023e-05         -5.7491         2.80154         1.89939       0.0539546         1.52106
            4066         1.15753         3.15302     3.35124e-20       0.0361172       0.0255787     2.44865e-05        -7.10787         2.67336         5.11331       0.0567173         1.42733
          4066.4         1.13644         3.15156     2.86119e-20        0.039276       0.0251313    -2.21164e-05        -7.10112         2.63737         5.37718       0.0512947          1.3985
          4066.8         1.09904         3.63349     2.21253e-20       0.0403421       0.0250852    -0.000453804        -8.18584         2.57042         7.59056        0.058013         1.34052
          4067.2         1.05784         3.73391     1.81658e-20       0.0393676       0.0258695    -0.000679728        -8.41907          2.4764         8.19311       0.0433021         1.27456
          4067.6         1.11626         3.15419      4.0512e-20       0.0368145        0.027432    -7.43416e-05        -7.14158          2.5744         5.25819       0.0584742         1.26705
            4068         1.27263         2.81086     6.35646e-20       0.0339701       0.0292991      0.00040072        -6.39583         2.90511         2.57113       0.0643008         1.21491
          4068.4         1.48736         3.02614     7.66748e-20        0.030184       0.0305863     0.000435053        -6.89211          3.3918         2.11959       0.0517828          1.2861
          4068.8         1.63543         3.53903     8.70747e-20       0.0251048       0.0305719     0.000439624        -8.06782         3.73208         3.40988       0.0205241         1.37257
          4069.2         1.68504         3.38523     7.84434e-20       0.0207712       0.0305409     0.000737118         -7.7733         3.85391         2.33373       0.0401055         1.43945
          4069.6         1.71524         2.84788     8.56383e-20       0.0168649        0.029066      0.00107109        -6.57062          3.9034       -0.353047       0.0330114         1.47667
            4070         1.78941         3.15166     9.13375e-20       0.0147752       0.0276149      0.00143206        -7.25917         4.03519        0.787859        0.045037         1.51298
          4070.4         1.78152         3.14642     9.01341e-20       0.0153098        0.026364     0.000879228        -7.31751         3.98404        0.660806       0.0393987         1.46551
          4070.8         1.66537         0.27695     1.27913e-19       0.0170143       0.0259587     -4.8288e-05       -0.894461         3.70033        -11.5859        0.031541         1.40262
          4071.2         1.52635        -2.23468     1.68582e-19       0.0185764       0.0261485    -5.30486e-05         4.83645         3.39475        -21.9981       0.0740772         1.36471
          4071.6         1.43133        -2.06774     1.71984e-19       0.0197567       0.0263179     0.000947671         4.57531         3.21274        -20.4928       0.0340886         1.39329
            4072         1.34754       -0.457372     1.40796e-19       0.0205655        0.025775      0.00151216         1.05987         3.04466        -12.4569       0.0464761         1.45704
          4072.4         1.23111        -3.10302     1.51384e-19       0.0204813       0.0234945      0.00133085         6.95261         2.82473        -23.6053       0.0301999         1.52149
          4072.8         1.08334        -2.15472     1.13017e-19       0.0210753       0.0201329      0.00142969         4.72153         2.57678        -18.6036       0.0417943         1.51225
          4073.2         1.02044        -1.43231      8.7374e-20       0.0225594       0.0177617       0.0011169         3.05197         2.42863        -15.1136       0.0372503         1.39399
          4073.6           1.024        0.918398     5.18559e-20       0.0223914       0.0171395      0.00170818        -2.27228         2.37533        -4.51844       0.0470352         1.51116
            4074         1.05754         5.88754    -1.03061e-20       0.0212809       0.0183313      0.00208751        -13.5344         2.39846         18.0263       0.0409483         1.40977
          4074.4         1.11829          8.3524    -2.10959e-20       0.0211136       0.0210125     0.000850794        -19.1327         2.48765         29.2315       0.0553942         1.41222
          4074.8         1.19135         7.03394     1.61526e-20       0.0220399       0.0235514     0.000293852        -16.1492         2.66737         23.1817       0.0508692         1.53675
          4075.2         1.27388         5.52828     4.06479e-20       0.0216374       0.0240224      0.00219953        -12.6813         2.89768         15.7806        0.036022         1.61996
