y	y+	Umean	dUmean/dy	Wmean	Pmean	
9.45158630E-01	4.90149544E+03	2.65527201E+01	8.19785824E-01	-5.68970883E-03	-4.82963517E-01	
9.47150972E-01	4.91182752E+03	2.65543239E+01	7.90187546E-01	-5.75174268E-03	-4.82673869E-01	
9.49143523E-01	4.92216069E+03	2.65558687E+01	7.60272956E-01	-5.81160226E-03	-4.82395368E-01	
9.51136277E-01	4.93249491E+03	2.65573538E+01	7.30301919E-01	-5.86913587E-03	-4.82127563E-01	
9.53129225E-01	4.94283013E+03	2.65587796E+01	7.00622175E-01	-5.92398496E-03	-4.81870019E-01	
9.55122360E-01	4.95316632E+03	2.65601469E+01	6.71489751E-01	-5.97612996E-03	-4.81622923E-01	
9.57115672E-01	4.96350343E+03	2.65614568E+01	6.42780171E-01	-6.02571350E-03	-4.81386508E-01	
9.59109155E-01	4.97384143E+03	2.65627097E+01	6.14218034E-01	-6.07287113E-03	-4.81160476E-01	
9.61102800E-01	4.98418027E+03	2.65639056E+01	5.85441949E-01	-6.11790573E-03	-4.80944919E-01	
9.63096600E-01	4.99451991E+03	2.65650437E+01	5.56129054E-01	-6.16132605E-03	-4.80740059E-01	
9.65090546E-01	5.00486031E+03	2.65661229E+01	5.26213963E-01	-6.20346833E-03	-4.80545727E-01	
9.67084631E-01	5.01520143E+03	2.65671420E+01	4.95933354E-01	-6.24419104E-03	-4.80361781E-01	
9.69078847E-01	5.02554323E+03	2.65681007E+01	4.65502022E-01	-6.28324158E-03	-4.80188458E-01	
9.71073185E-01	5.03588566E+03	2.65689987E+01	4.35029711E-01	-6.32043690E-03	-4.80026240E-01	
9.73067639E-01	5.04622869E+03	2.65698359E+01	4.04487456E-01	-6.35552036E-03	-4.79875501E-01	
9.75062199E-01	5.05657228E+03	2.65706121E+01	3.73906679E-01	-6.38823240E-03	-4.79736379E-01	
9.77056859E-01	5.06691638E+03	2.65713277E+01	3.43651485E-01	-6.41834673E-03	-4.79608974E-01	
9.79051610E-01	5.07726095E+03	2.65719835E+01	3.13939666E-01	-6.44555592E-03	-4.79493358E-01	
9.81046443E-01	5.08760595E+03	2.65725804E+01	2.84578779E-01	-6.46951265E-03	-4.79389487E-01	
9.83041353E-01	5.09795135E+03	2.65731189E+01	2.55198708E-01	-6.48993193E-03	-4.79297233E-01	
9.85036329E-01	5.10829709E+03	2.65735985E+01	2.25669812E-01	-6.50685299E-03	-4.79216162E-01	
9.87031365E-01	5.11864314E+03	2.65740192E+01	1.96029159E-01	-6.52080591E-03	-4.79145497E-01	
9.89026452E-01	5.12898946E+03	2.65743806E+01	1.66198215E-01	-6.53272654E-03	-4.79084466E-01	
9.91021583E-01	5.13933600E+03	2.65746821E+01	1.35985275E-01	-6.54353305E-03	-4.79032527E-01	
9.93016750E-01	5.14968273E+03	2.65749231E+01	1.05576728E-01	-6.55345288E-03	-4.78989467E-01	
9.95011945E-01	5.16002960E+03	2.65751035E+01	7.53280502E-02	-6.56189653E-03	-4.78955647E-01	
9.97007159E-01	5.17037658E+03	2.65752237E+01	4.51971072E-02	-6.56810985E-03	-4.78931948E-01	
9.99002385E-01	5.18072362E+03	2.65752839E+01	1.50691621E-02	-6.57148229E-03	-4.78919630E-01	
